document	threshold	run	accuracy	solution
D002	1.0	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.25	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D002	1.5	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.25	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.5	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	0.75	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.0	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	1.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	3.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	4.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	5.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	7.0	0.869565217391	0 1 2 3 4 5 6 7 16 17 18 19 20 8 9 10 11 12 13 14 15 21 22 23
D008	1.25	8.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	9.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.25	10.0	0.869565217391	0 1 2 3 7 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D008	1.5	1.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	2.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	3.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	4.0	0.565217391304	0 1 2 3 4 5 6 8 9 16 18 7 17 19 10 11 12 13 14 15 21 20 22 23
D008	1.5	5.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	6.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	7.0	0.565217391304	0 1 2 3 4 5 6 8 9 16 18 7 17 19 10 11 12 13 14 15 21 20 22 23
D008	1.5	8.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	9.0	0.608695652174	0 1 2 3 4 5 6 8 21 19 10 11 12 13 14 15 16 9 7 17 18 20 22 23
D008	1.5	10.0	0.565217391304	0 1 2 3 4 5 6 8 9 16 18 7 17 19 10 11 12 13 14 15 21 20 22 23
D001	0.25	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D001	0.25	2.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.25	3.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.25	4.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.25	5.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	0.25	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.25	7.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.25	8.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	0.25	9.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.25	10.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	0.5	1.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	0.5	2.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.5	3.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	0.5	4.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.5	5.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	0.5	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.5	7.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.5	8.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.5	9.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	0.5	10.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	0.75	1.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.75	2.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	3.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	4.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	5.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	7.0	0.913043478261	23 22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	0.75	8.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	9.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D001	0.75	10.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D001	1.0	1.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	2.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	3.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	4.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	5.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	6.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	1.0	7.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	1.0	8.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	9.0	0.913043478261	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22
D001	1.0	10.0	0.913043478261	22 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23
D001	1.25	1.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	2.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	3.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	4.0	0.739130434783	0 1 2 3 4 5 6 7 8 19 15 16 18 17 9 10 11 12 13 14 20 21 22 23
D001	1.25	5.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 17 15 16 18 19 20 21 22 23
D001	1.25	6.0	0.782608695652	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 15 17 16 19 20 21 22 23
D001	1.25	7.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	8.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	9.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.25	10.0	0.826086956522	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 18 17 15 16 19 20 21 22 23
D001	1.5	1.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 16 19 20 21 22 23
D001	1.5	2.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 16 19 20 21 22 23
D001	1.5	3.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 16 17 19 20 21 22 23
D001	1.5	4.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 16 19 20 21 22 23
D001	1.5	5.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 16 17 19 20 21 22 23
D001	1.5	6.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 16 17 19 20 21 22 23
D001	1.5	7.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 16 19 20 21 22 23
D001	1.5	8.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 16 17 19 20 21 22 23
D001	1.5	9.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 16 17 19 20 21 22 23
D001	1.5	10.0	0.869565217391	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 16 19 20 21 22 23
D007	0.25	1.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	2.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	3.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	4.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	5.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	6.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	7.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	8.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	9.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.25	10.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	1.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	2.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	3.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	4.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	5.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	6.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	7.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	8.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	9.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.5	10.0	0.869565217391	0 1 2 3 4 5 6 7 14 15 16 17 18 8 9 10 11 12 13 19 20 21 22 23
D007	0.75	1.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	0.75	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	1.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.0	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	1.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	1.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D003	0.25	1.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	2.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	3.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	4.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	5.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	7.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	8.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	9.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	10.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	1.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	2.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	3.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
